2026-04-06T18:43:13  INFO     [18:43:13.780] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.8 min left
2026-04-23T19:37:04  INFO     [19:37:04.285] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.9 min left
2026-04-23T19:37:04  INFO     [19:37:04.310] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.9 min left
2026-04-23T19:37:04  INFO     [19:37:04.316] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.9 min left
2026-04-23T19:37:05  INFO     [19:37:05.012] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.9 min left
2026-04-23T19:37:05  INFO     [19:37:05.037] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.9 min left
2026-04-23T19:37:05  INFO     [19:37:05.053] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.9 min left
2026-04-23T19:37:05  INFO     [19:37:05.740] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.9 min left
2026-04-23T19:37:05  INFO     [19:37:05.772] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.9 min left
2026-04-23T19:37:05  INFO     [19:37:05.779] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.9 min left
2026-04-23T19:37:06  INFO     [19:37:06.464] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.9 min left
2026-04-23T19:37:06  INFO     [19:37:06.495] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.9 min left
2026-04-23T19:37:06  INFO     [19:37:06.516] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.9 min left
2026-04-23T19:37:07  INFO     [19:37:07.190] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.9 min left
2026-04-23T19:37:07  INFO     [19:37:07.220] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.9 min left
2026-04-23T19:37:07  INFO     [19:37:07.249] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.9 min left
2026-04-23T19:37:07  INFO     [19:37:07.920] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.9 min left
2026-04-23T19:37:07  INFO     [19:37:07.965] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.9 min left
2026-04-23T19:37:07  INFO     [19:37:07.984] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.9 min left
2026-04-23T19:37:08  INFO     [19:37:08.646] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.9 min left
2026-04-23T19:37:08  INFO     [19:37:08.693] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.9 min left
2026-04-23T19:37:08  INFO     [19:37:08.707] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.9 min left
2026-04-23T19:37:09  INFO     [19:37:09.369] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.8 min left
2026-04-23T19:37:09  INFO     [19:37:09.418] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:09  INFO     [19:37:09.441] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:10  INFO     [19:37:10.102] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.8 min left
2026-04-23T19:37:10  INFO     [19:37:10.144] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:10  INFO     [19:37:10.167] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:10  INFO     [19:37:10.828] [KXETH15M] WATCHING | YES bid=72c NO bid=26c | 7.8 min left
2026-04-23T19:37:10  INFO     [19:37:10.870] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:10  INFO     [19:37:10.894] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:11  INFO     [19:37:11.586] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.8 min left
2026-04-23T19:37:11  INFO     [19:37:11.592] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:11  INFO     [19:37:11.616] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:12  INFO     [19:37:12.313] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.8 min left
2026-04-23T19:37:12  INFO     [19:37:12.337] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:12  INFO     [19:37:12.354] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:13  INFO     [19:37:13.037] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.8 min left
2026-04-23T19:37:13  INFO     [19:37:13.062] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:13  INFO     [19:37:13.080] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:13  INFO     [19:37:13.763] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.8 min left
2026-04-23T19:37:13  INFO     [19:37:13.791] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:13  INFO     [19:37:13.806] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:14  INFO     [19:37:14.507] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.8 min left
2026-04-23T19:37:14  INFO     [19:37:14.522] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.8 min left
2026-04-23T19:37:14  INFO     [19:37:14.529] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.8 min left
2026-04-23T19:37:15  INFO     [19:37:15.240] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:15  INFO     [19:37:15.251] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:15  INFO     [19:37:15.254] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:15  INFO     [19:37:15.968] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:15  INFO     [19:37:15.979] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:15  INFO     [19:37:15.983] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:16  INFO     [19:37:16.692] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:16  INFO     [19:37:16.702] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:16  INFO     [19:37:16.712] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:17  INFO     [19:37:17.419] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:17  INFO     [19:37:17.423] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:17  INFO     [19:37:17.435] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:18  INFO     [19:37:18.146] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:18  INFO     [19:37:18.149] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:18  INFO     [19:37:18.160] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:18  INFO     [19:37:18.872] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:18  INFO     [19:37:18.876] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:18  INFO     [19:37:18.884] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:19  INFO     [19:37:19.601] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:19  INFO     [19:37:19.604] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:19  INFO     [19:37:19.607] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:20  INFO     [19:37:20.332] [KXBTC15M] WATCHING | YES bid=78c NO bid=21c | 7.7 min left
2026-04-23T19:37:20  INFO     [19:37:20.334] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.7 min left
2026-04-23T19:37:20  INFO     [19:37:20.336] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.7 min left
2026-04-23T19:37:21  INFO     [19:37:21.055] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:21  INFO     [19:37:21.061] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:21  INFO     [19:37:21.082] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:21  INFO     [19:37:21.782] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:21  INFO     [19:37:21.786] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:21  INFO     [19:37:21.813] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:22  INFO     [19:37:22.516] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:22  INFO     [19:37:22.523] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:22  INFO     [19:37:22.538] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:23  INFO     [19:37:23.242] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:23  INFO     [19:37:23.250] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:23  INFO     [19:37:23.266] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:23  INFO     [19:37:23.967] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:23  INFO     [19:37:23.975] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:23  INFO     [19:37:23.989] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:24  INFO     [19:37:24.697] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:24  INFO     [19:37:24.700] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:24  INFO     [19:37:24.709] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:25  INFO     [19:37:25.425] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:25  INFO     [19:37:25.428] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:25  INFO     [19:37:25.439] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:26  INFO     [19:37:26.158] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:26  INFO     [19:37:26.164] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:26  INFO     [19:37:26.166] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:26  INFO     [19:37:26.880] [KXSOL15M] WATCHING | YES bid=66c NO bid=30c | 7.6 min left
2026-04-23T19:37:26  INFO     [19:37:26.885] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.6 min left
2026-04-23T19:37:26  INFO     [19:37:26.889] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.6 min left
2026-04-23T19:37:27  INFO     [19:37:27.614] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:27  INFO     [19:37:27.618] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:27  INFO     [19:37:27.621] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:28  INFO     [19:37:28.339] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:28  INFO     [19:37:28.343] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:28  INFO     [19:37:28.346] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:29  INFO     [19:37:29.065] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:29  INFO     [19:37:29.068] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:29  INFO     [19:37:29.074] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:29  INFO     [19:37:29.788] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:29  INFO     [19:37:29.793] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:29  INFO     [19:37:29.802] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:30  INFO     [19:37:30.513] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:30  INFO     [19:37:30.518] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:30  INFO     [19:37:30.524] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:31  INFO     [19:37:31.238] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:31  INFO     [19:37:31.241] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:31  INFO     [19:37:31.250] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:31  INFO     [19:37:31.963] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:31  INFO     [19:37:31.967] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:31  INFO     [19:37:31.973] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:32  INFO     [19:37:32.688] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.5 min left
2026-04-23T19:37:32  INFO     [19:37:32.694] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.5 min left
2026-04-23T19:37:32  INFO     [19:37:32.697] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.5 min left
2026-04-23T19:37:33  INFO     [19:37:33.410] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:33  INFO     [19:37:33.415] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:33  INFO     [19:37:33.419] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:34  INFO     [19:37:34.147] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:34  INFO     [19:37:34.152] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:34  INFO     [19:37:34.154] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:34  INFO     [19:37:34.877] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:34  INFO     [19:37:34.882] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:34  INFO     [19:37:34.884] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:35  INFO     [19:37:35.607] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:35  INFO     [19:37:35.611] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:35  INFO     [19:37:35.614] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:36  INFO     [19:37:36.335] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:36  INFO     [19:37:36.341] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:36  INFO     [19:37:36.363] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:37  INFO     [19:37:37.059] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:37  INFO     [19:37:37.064] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:37  INFO     [19:37:37.091] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:37  INFO     [19:37:37.786] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:37  INFO     [19:37:37.798] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:37  INFO     [19:37:37.814] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:38  INFO     [19:37:38.513] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.4 min left
2026-04-23T19:37:38  INFO     [19:37:38.523] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.4 min left
2026-04-23T19:37:38  INFO     [19:37:38.535] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.4 min left
2026-04-23T19:37:39  INFO     [19:37:39.247] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.3 min left
2026-04-23T19:37:39  INFO     [19:37:39.254] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:39  INFO     [19:37:39.266] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:39  INFO     [19:37:39.974] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.3 min left
2026-04-23T19:37:39  INFO     [19:37:39.978] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:39  INFO     [19:37:39.988] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:40  INFO     [19:37:40.700] [KXETH15M] WATCHING | YES bid=54c NO bid=45c | 7.3 min left
2026-04-23T19:37:40  INFO     [19:37:40.704] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:40  INFO     [19:37:40.714] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:41  INFO     [19:37:41.430] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:41  INFO     [19:37:41.437] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:41  INFO     [19:37:41.461] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.3 min left
2026-04-23T19:37:42  INFO     [19:37:42.163] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:42  INFO     [19:37:42.168] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:42  INFO     [19:37:42.193] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.3 min left
2026-04-23T19:37:42  INFO     [19:37:42.893] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:42  INFO     [19:37:42.898] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:42  INFO     [19:37:42.921] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.3 min left
2026-04-23T19:37:43  INFO     [19:37:43.629] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:43  INFO     [19:37:43.631] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:43  INFO     [19:37:43.647] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.3 min left
2026-04-23T19:37:44  INFO     [19:37:44.353] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.3 min left
2026-04-23T19:37:44  INFO     [19:37:44.361] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.3 min left
2026-04-23T19:37:44  INFO     [19:37:44.369] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.3 min left
2026-04-23T19:37:45  INFO     [19:37:45.080] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:45  INFO     [19:37:45.094] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:45  INFO     [19:37:45.102] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:45  INFO     [19:37:45.813] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:45  INFO     [19:37:45.818] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:45  INFO     [19:37:45.853] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:46  INFO     [19:37:46.545] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:46  INFO     [19:37:46.549] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:46  INFO     [19:37:46.575] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:47  INFO     [19:37:47.272] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:47  INFO     [19:37:47.276] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:47  INFO     [19:37:47.298] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:48  INFO     [19:37:48.007] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:48  INFO     [19:37:48.011] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:48  INFO     [19:37:48.027] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:48  INFO     [19:37:48.740] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:48  INFO     [19:37:48.743] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:48  INFO     [19:37:48.753] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:49  INFO     [19:37:49.464] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:49  INFO     [19:37:49.468] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:49  INFO     [19:37:49.475] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:50  INFO     [19:37:50.200] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:50  INFO     [19:37:50.204] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:50  INFO     [19:37:50.210] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:50  INFO     [19:37:50.927] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.2 min left
2026-04-23T19:37:50  INFO     [19:37:50.930] [KXBTC15M] WATCHING | YES bid=67c NO bid=31c | 7.2 min left
2026-04-23T19:37:50  INFO     [19:37:50.933] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.2 min left
2026-04-23T19:37:51  INFO     [19:37:51.657] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
2026-04-23T19:37:51  INFO     [19:37:51.664] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:51  INFO     [19:37:51.702] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:52  INFO     [19:37:52.385] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
2026-04-23T19:37:52  INFO     [19:37:52.397] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:52  INFO     [19:37:52.432] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:53  INFO     [19:37:53.111] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
2026-04-23T19:37:53  INFO     [19:37:53.127] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:53  INFO     [19:37:53.162] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:53  INFO     [19:37:53.835] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
2026-04-23T19:37:53  INFO     [19:37:53.852] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:53  INFO     [19:37:53.889] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:54  INFO     [19:37:54.567] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
2026-04-23T19:37:54  INFO     [19:37:54.574] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:54  INFO     [19:37:54.614] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:55  INFO     [19:37:55.291] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
2026-04-23T19:37:55  INFO     [19:37:55.299] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:55  INFO     [19:37:55.344] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:56  INFO     [19:37:56.024] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:56  INFO     [19:37:56.047] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
2026-04-23T19:37:56  INFO     [19:37:56.070] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:56  INFO     [19:37:56.754] [KXSOL15M] WATCHING | YES bid=62c NO bid=36c | 7.1 min left
2026-04-23T19:37:56  INFO     [19:37:56.776] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.1 min left
